Ingredient #1,Ingredient #2,"Combi Boost",known?
Garlic,Salt,1,0
Garlic,Shrimp,4,0
Garlic,Strawberry,-1,0
Garlic,Tomato,1,0
Garlic,Watermelon,-2,0
Garlic,Yogurt,-3,0
GreenOnion,Algae,1,0
GreenOnion,Banana,-1,0
GreenOnion,Beef,1,0
GreenOnion,Carp,1,0
GreenOnion,Carrot,1,0
GreenOnion,Cheese,-2,0
GreenOnion,Chicken,2,0
GreenOnion,Coffee,-2,0
GreenOnion,Egg,1,0
GreenOnion,Ginger,4,0
GreenOnion,Lamb,3,0
GreenOnion,Lemongrass,2,0
GreenOnion,Lobster,1,0
GreenOnion,Makarel,1,0
GreenOnion,Malt,-1,0
GreenOnion,Mandragora,-3,0
GreenOnion,Mayonnaise,-2,0
GreenOnion,Meat,2,0
GreenOnion,Milk,-2,0
GreenOnion,Mushroom,2,0
GreenOnion,Octopus,1,0
GreenOnion,Oysters,1,0
GreenOnion,Piranha,1,0
GreenOnion,Pork,3,0
GreenOnion,Rice,3,0
GreenOnion,Salad,1,0
GreenOnion,Shrimp,3,0
GreenOnion,Tea,-2,0
GreenOnion,Turkey,1,0
Mandragora,Algae,-3,0
Mandragora,Anise,-3,0
Mandragora,Apple,-3,0
Mandragora,Asparagus,-3,0
Mandragora,Avocado,-3,0
Mandragora,BakingPowder,-3,0
Mandragora,Banana,-3,0
Mandragora,Basil,-3,0
Mandragora,Beans,-3,0
Mandragora,Beef,-3,0
Mandragora,Beet,-3,0
Mandragora,BellPepper,-3,0
Mandragora,Blackthorn,-3,0
Mandragora,Blueberries,-3,0
Mandragora,Bones,66,0
Mandragora,Broccoli,-3,0
Mandragora,Butter,-3,0
Mandragora,Cabbage,-3,0
Mandragora,Cardamon,-3,0
Mandragora,Carp,-3,0
Mandragora,Carrot,-3,0
Mandragora,Caviar,-3,0
Mandragora,Celery,-3,0
Mandragora,Cheese,-3,0
Mandragora,Cherry,-3,0
Mandragora,Chicken,-3,0
Mandragora,Cinnamon,-3,0
Mandragora,Cocoa,-3,0
Mandragora,Coconut,-3,0
Mandragora,CoconutMilk,-3,0
Mandragora,Coffee,-3,0
Mandragora,Coriander,-3,0
Mandragora,Corn,-3,0
Mandragora,Cream,-3,0
Mandragora,Cucumber,-3,0
Mandragora,Curcuma,-3,0
Mandragora,Dill,-3,0
Mandragora,Duck,-3,0
Mandragora,Eel,-3,0
Mandragora,Egg,-3,0
Mandragora,Eggplant,-3,0
Mandragora,Eye,66,0
Mandragora,FishBone,66,0
Mandragora,Flour,-3,0
Mandragora,Garlic,-3,0
Mandragora,Ginger,-3,0
Mandragora,Gooseberry,-3,0
Mandragora,GrapesGreen,-3,0
Mandragora,GrapesRed,-3,0
Mandragora,GreenOnion,-3,0
Mandragora,Honey,-3,0
Mandragora,Hop,-3,0
Mandragora,Ice,-3,0
Mandragora,Jerky,-3,0
Mandragora,Kiwi,-3,0
Mandragora,Lamb,-3,0
Mandragora,Lemon,-3,0
Mandragora,Lemongrass,-3,0
Mandragora,Lime,-3,0
Mandragora,Lobster,-3,0
Mandragora,Makarel,-3,0
Mandragora,Malt,-3,0
Mandragora,Mango,-3,0
Mandragora,Mayonnaise,-3,0
Mandragora,Meat,-3,0
Mandragora,Melon,-3,0
Mandragora,Milk,-3,0
Mandragora,Mushroom,-3,0
Mandragora,Nori,-3,0
Mandragora,Nutmeg,-3,0
Mandragora,Nuts,-3,0
Mandragora,Octopus,-3,0
Mandragora,Oil,-3,0
Mandragora,Onion,3,0
Mandragora,Orange,-3,0
Mandragora,Oysters,-3,0
Mandragora,Papaya,-3,0
Mandragora,Paprika,-3,0
Mandragora,Peach,-3,0
Mandragora,Pear,-3,0
Mandragora,Peas,-3,0
Mandragora,Pepper,-3,0
Mandragora,Pineapple,-3,0
Mandragora,Piranha,66,0
Mandragora,Plums,-3,0
Mandragora,Pomegranate,-3,0
Mandragora,Pork,-3,0
Mandragora,Potato,-3,0
Mandragora,Pumpkin,-3,0
Mandragora,Raddish,-3,0
Mandragora,Rice,-3,0
Mandragora,Saffron,-3,0
Mandragora,Salad,-3,0
Mandragora,Salmon,-3,0
Mandragora,Sausage,-3,0
Mandragora,Shrimp,-3,0
Mandragora,Strawberry,-3,0
Mandragora,Sugar,-3,0
Mandragora,Tea,-3,0
Mandragora,Tomato,-3,0
Mandragora,TonkaBean,-3,0
Mandragora,Tuna,-3,0
Mandragora,Turkey,-3,0
Mandragora,Vanilla,-3,0
Mandragora,Vinegar,-3,0
Mandragora,Wasabi,-3,0
Mandragora,Watermelon,-3,0
Mandragora,Wheat,-3,0
Mandragora,Yeast,-3,0
Mandragora,Yogurt,-3,0
Mandragora,Zucchini,-3,0
Mushroom,Asparagus,2,0
Mushroom,Beef,3,0
Mushroom,BellPepper,1,0
Mushroom,Broccoli,5,0
Mushroom,Butter,3,0
Mushroom,Carrot,2,0
Mushroom,Cheese,2,0
Mushroom,Chicken,3,0
Mushroom,Duck,1,0
Mushroom,Eggplant,5,0
Mushroom,Garlic,2,0
Mushroom,GreenOnion,2,0
Mushroom,Hop,2,0
Mushroom,Lemongrass,2,0
Mushroom,Lobster,2,0
Mushroom,Mandragora,-3,0
Mushroom,Nori,3,0
Mushroom,Onion,3,0
Mushroom,Pepper,2,0
Mushroom,RedPepper,2,0
Mushroom,Rice,2,0
Mushroom,Salt,2,0
Mushroom,Turkey,2,0
Mushroom,Yeast,-2,0
Nori,Avocado,1,0
Nori,Banana,-1,1
Nori,Blueberries,-1,0
Nori,Carp,6,0
Nori,Carrot,3,1
Nori,Caviar,1,0
Nori,Cheese,-8,0
Nori,Cherry,-1,1
Nori,Eel,6,0
Nori,FuguFish,6,0
Nori,GrapesGreen,-1,0
Nori,GrapesRed,-1,0
Nori,Kiwi,-1,0
Nori,Makarel,6,0
Nori,Mandragora,-3,0
Nori,Mango,-1,0
Nori,Mayonnaise,-2,0
Nori,Mushroom,3,0
Nori,Octopus,6,0
Nori,Orange,-1,0
Nori,Oysters,4,0
Nori,Papaya,-1,0
Nori,Peach,-1,0
Nori,Pear,-1,0
Nori,Pineapple,-1,0
Nori,Piranha,3,0
Nori,Plums,-1,0
Nori,Pomegranate,-1,0
Nori,Rice,10,1
Nori,Salad,2,0
Nori,Salmon,6,1
Nori,Shrimp,6,0
Nori,Strawberry,-1,0
Nori,Tuna,6,0
Nori,Wasabi,6,0
Onion,Apple,1,0
Onion,Banana,-1,0
Onion,Basil,2,0
Onion,Beans,2,0
Onion,Beef,5,0
Onion,BellPepper,5,0
Onion,Bones,2,0
Onion,Broccoli,2,0
Onion,Butter,4,0
Onion,Carp,2,0
Onion,Carrot,3,0
Onion,Chicken,4,0
Onion,Cocoa,-5,0
Onion,Coriander,2,0
Onion,Duck,4,0
Onion,Eel,2,0
Onion,Eggplant,2,0
Onion,Eye,2,0
Onion,FishBone,2,0
Onion,FuguFish,2,0
Onion,Garlic,4,0
Onion,Ginger,3,0
Onion,Hop,2,0
Onion,Lamb,3,0
Onion,Lemon,1,0
Onion,Lobster,3,0
Onion,Makarel,3,0
Onion,Mandragora,3,0
Onion,Meat,3,0
Onion,Melon,-2,0
Onion,Mushroom,3,0
Onion,Octopus,2,0
Onion,Oysters,3,0
Onion,Peas,2,0
Onion,Pepper,1,0
Onion,Piranha,2,0
Onion,Plums,-2,0
Onion,Potato,2,0
Onion,RedPepper,4,0
Onion,Rice,4,0
Onion,Salad,1,0
Onion,Salmon,2,0
Onion,Salt,3,0
Onion,Shrimp,2,0
Onion,Strawberry,-2,0
Onion,Tuna,2,0
Onion,Turkey,4,0
Onion,Water,4,0
Onion,Watermelon,-2,0
Peas,Basil,1,0
Peas,Butter,2,0
Peas,Carrot,5,0
Peas,Cocoa,-5,0
Peas,Lamb,1,0
Peas,Mandragora,-3,0
Peas,Onion,2,0
Peas,Potato,2,0
Peas,Salad,4,0
Peas,Salt,3,0
Potato,Asparagus,2,0
Potato,BakingPowder,3,0
Potato,Basil,2,0
Potato,Beef,4,0
Potato,Butter,4,0
Potato,Cabbage,2,0
Potato,Carrot,1,0
Potato,Caviar,4,0
Potato,Cheese,4,0
Potato,Chicken,4,0
Potato,Cream,4,0
Potato,Duck,3,0
Potato,Egg,1,0
Potato,Eggplant,1,0
Potato,Garlic,2,0
Potato,Hop,2,0
Potato,Lamb,3,0
Potato,Lemongrass,3,0
Potato,Mandragora,-3,0
Potato,Meat,3,0
Potato,Milk,3,0
Potato,Oil,1,0
Potato,Onion,2,0
Potato,Paprika,4,0
Potato,Peas,2,0
Potato,Pepper,4,0
Potato,Pork,3,0
Potato,Raddish,1,0
Potato,Saffron,4,0
Potato,Salad,2,0
Potato,Salmon,4,0
Potato,Salt,4,0
Potato,Sausage,3,0
Potato,Tomato,1,0
Potato,Turkey,6,0
Potato,Water,2,0
Potato,Wheat,2,0
Potato,Zucchini,3,0
Pumpkin,BakingPowder,2,0
Pumpkin,Blueberries,1,0
Pumpkin,Butter,2,0
Pumpkin,Cherry,1,0
Pumpkin,Cinnamon,6,0
Pumpkin,Coffee,2,0
Pumpkin,Cream,2,0
Pumpkin,Flour,3,0
Pumpkin,Ginger,2,0
Pumpkin,GrapesGreen,1,0
Pumpkin,GrapesRed,1,0
Pumpkin,Kiwi,1,0
Pumpkin,Mandragora,-3,0
Pumpkin,Mango,1,0
Pumpkin,Milk,2,0
Pumpkin,Nutmeg,6,0
Pumpkin,Nuts,2,0
Pumpkin,Orange,1,0
Pumpkin,Papaya,1,0
Pumpkin,Peach,1,0
Pumpkin,Pear,1,0
Pumpkin,Pineapple,1,0
Pumpkin,Plums,1,0
Pumpkin,Pomegranate,1,0
Pumpkin,Salt,2,0
Pumpkin,Strawberry,1,0
Pumpkin,Sugar,4,0
Pumpkin,Vanilla,5,0
Pumpkin,Water,1,0
Pumpkin,Wheat,2,0
Pumpkin,Yeast,1,0
Pumpkin,Yogurt,2,0
Salad,Anise,2,0
Salad,Avocado,2,0
Salad,Basil,4,0
Salad,Beet,3,0
Salad,Blueberries,1,0
Salad,Broccoli,2,0
Salad,Cardamon,2,0
Salad,Carrot,4,0
Salad,Celery,2,0
Salad,Cherry,1,0
Salad,Chicken,3,0
Salad,Clover,8,0
Salad,Cocoa,-5,0
Salad,Coriander,4,0
Salad,Corn,2,0
Salad,Cucumber,4,0
Salad,Egg,5,0
Salad,Eggplant,2,0
Salad,GrapesGreen,1,0
Salad,GrapesRed,1,0
Salad,GreenOnion,1,0
Salad,Kiwi,1,0
Salad,Lemon,2,0
Salad,Lemongrass,2,0
Salad,Lime,2,0
Salad,Mandragora,-3,0
Salad,Mango,1,0
Salad,Nori,2,0
Salad,Onion,1,0
Salad,Orange,1,0
Salad,Papaya,1,0
Salad,Peach,1,0
Salad,Pear,1,0
Salad,Peas,4,0
Salad,Pineapple,1,0
Salad,Plums,1,0
Salad,Pomegranate,1,0
Salad,Potato,2,0
Salad,Raddish,4,0
Salad,Rice,-3,0
Salad,Salmon,2,0
Salad,Shrimp,1,0
Salad,Strawberry,1,0
Salad,Tomato,4,0
Salad,Tuna,5,0
Salad,Zucchini,4,0
Tomato,Avocado,2,0
Tomato,Basil,5,0
Tomato,Beans,3,1
Tomato,Beef,2,0
Tomato,BellPepper,2,0
Tomato,Cheese,5,0
Tomato,Corn,2,0
Tomato,Cucumber,2,0
Tomato,Garlic,1,0
Tomato,Lime,1,0
Tomato,Mandragora,-3,0
Tomato,Potato,1,0
Tomato,RedPepper,4,0
Tomato,Rice,2,1
Tomato,Salad,4,0
Tomato,Salt,2,1
Tomato,Sausage,5,0
Tomato,Zucchini,2,0
Zucchini,BakingPowder,2,0
Zucchini,Beef,2,0
Zucchini,Butter,2,0
Zucchini,Carrot,2,0
Zucchini,Celery,2,0
Zucchini,Cheese,2,0
Zucchini,Chicken,2,0
Zucchini,Corn,2,0
Zucchini,Eggplant,2,0
Zucchini,Flour,2,0
Zucchini,Mandragora,-3,0
Zucchini,Potato,3,0
Zucchini,Raddish,2,0
Zucchini,Rice,2,0
Zucchini,Salad,4,0
Zucchini,Salt,2,0
Zucchini,Tomato,2,0
Zucchini,Wheat,2,0
Celery,Basil,2,0
Celery,Butter,1,0
Celery,Chicken,2,0
Celery,Coriander,1,0
Celery,Egg,3,0
Celery,Lemongrass,1,0
Celery,Mandragora,-3,0
Celery,Nuts,3,0
Celery,Salad,2,0
Celery,Water,4,0
Celery,Zucchini,2,0
Raddish,Bones,2,0
Raddish,Butter,4,0
Raddish,Dill,3,0
Raddish,Mandragora,-3,0
Raddish,Potato,1,0
Raddish,Rice,3,0
Raddish,Salad,4,0
Raddish,Tea,3,0
Raddish,Vanilla,2,0
Raddish,Vinegar,3,0
Raddish,Water,3,0
Raddish,Zucchini,2,0
Hop,Anise,1,0
Hop,Beef,1,0
Hop,Carrot,3,0
Hop,Coriander,1,0
Hop,Curcuma,2,0
Hop,Garlic,2,0
Hop,Mandragora,-3,0
Hop,Meat,2,0
Hop,Mushroom,2,0
Hop,Onion,2,0
Hop,Paprika,1,0
Hop,Pepper,2,0
Hop,Potato,2,0
Hop,Salt,2,0
Hop,Water,5,0
Beef,Asparagus,2,0
Beef,Avocado,1,0
Beef,Beans,1,0
Beef,Bones,2,0
Beef,Broccoli,3,0
Beef,Butter,4,0
Beef,Cabbage,1,0
Beef,Cheese,3,0
Beef,Coriander,2,0
Beef,Corn,1,0
Beef,Egg,1,0
Beef,Eggplant,1,0
Beef,Flour,1,0
Beef,Garlic,1,0
Beef,GreenOnion,1,0
Beef,Honey,3,0
Beef,Hop,1,0
Beef,Lemon,1,0
Beef,Lobster,5,0
Beef,Mandragora,-3,0
Beef,Mushroom,3,0
Beef,Nutmeg,3,0
Beef,Onion,5,0
Beef,Pepper,4,0
Beef,Potato,4,0
Beef,Rice,4,0
Beef,Salt,5,0
Beef,Shrimp,6,0
Beef,Tomato,2,0
Beef,Wheat,1,0
Beef,Zucchini,2,0
Bones,Apple,-2,0
Bones,Avocado,-2,0
Bones,Banana,-2,0
Bones,Beef,2,0
Bones,Blackthorn,-2,0
Bones,Blueberries,-2,0
Bones,Carrot,2,0
Bones,Cherry,-2,0
Bones,Coconut,-2,0
Bones,Eye,3,0
Bones,FishBone,3,0
Bones,Garlic,1,0
Bones,Gooseberry,-2,0
Bones,GrapesGreen,-2,0
Bones,GrapesRed,-2,0
Bones,Kiwi,-2,0
Bones,Lemon,-2,0
Bones,Lime,-2,0
Bones,Mandragora,66,0
Bones,Mango,-2,0
Bones,Melon,-2,0
Bones,Onion,2,0
Bones,Orange,-2,0
Bones,Papaya,-2,0
Bones,Peach,-2,0
Bones,Pear,-2,0
Bones,Pineapple,-2,0
Bones,Plums,-2,0
Bones,Pomegranate,-2,0
Bones,Raddish,2,0
Bones,Salt,3,0
Bones,Strawberry,-2,0
Bones,Water,3,0
Bones,Watermelon,-2,0
Carp,Asparagus,1,0
Carp,Broccoli,2,0
Carp,Butter,4,0
Carp,Garlic,1,0
Carp,GreenOnion,1,0
Carp,Lemon,2,0
Carp,Lemongrass,3,0
Carp,Lime,2,0
Carp,Mandragora,-3,0
Carp,Nori,6,0
Carp,Onion,2,0
Carp,Pepper,4,0
Carp,Rice,1,0
Carp,Salt,4,0
Caviar,Banana,-1,0
Caviar,Butter,1,0
Caviar,Cream,3,0
Caviar,Ice,5,0
Caviar,Mandragora,-3,0
Caviar,Nori,1,0
Caviar,Potato,4,0
Chicken,Asparagus,3,0
Chicken,Avocado,1,0
Chicken,Basil,3,0
Chicken,Broccoli,4,0
Chicken,Butter,2,0
Chicken,Cabbage,1,0
Chicken,Carrot,2,1
Chicken,Celery,2,0
Chicken,Cheese,3,0
Chicken,Coriander,3,0
Chicken,Cucumber,2,0
Chicken,Flour,4,1
Chicken,Garlic,1,0
Chicken,Ginger,3,0
Chicken,GreenOnion,2,0
Chicken,Lemon,2,0
Chicken,Lemongrass,3,0
Chicken,Lime,3,0
Chicken,Mandragora,-3,0
Chicken,Mushroom,3,0
Chicken,Onion,4,0
Chicken,Paprika,3,0
Chicken,Pepper,3,1
Chicken,Potato,4,0
Chicken,RedPepper,3,0
Chicken,Rice,3,1
Chicken,Salad,3,0
Chicken,Salt,2,1
Chicken,Vanilla,1,0
Chicken,Zucchini,2,0
Duck,Beet,2,0
Duck,Butter,2,0
Duck,Cabbage,3,0
Duck,Carrot,2,0
Duck,CoconutMilk,2,0
Duck,Ginger,2,0
Duck,Lemon,1,0
Duck,Mandragora,-3,0
Duck,Mushroom,1,0
Duck,Nuts,3,0
Duck,Onion,4,0
Duck,Pepper,2,0
Duck,Potato,3,0
Duck,Rice,2,0
Duck,Salt,1,0
Eel,Garlic,1,0
Eel,Mandragora,-3,0
Eel,Nori,6,0
Eel,Onion,2,0
Eel,Rice,2,0
Eel,Wasabi,5,0
Eye,Apple,-2,0
Eye,Avocado,-2,0
Eye,Banana,-2,0
Eye,Blackthorn,-2,0
Eye,Blueberries,-2,0
Eye,Bones,3,0
Eye,Cherry,-2,0
Eye,Coconut,-2,0
Eye,FishBone,3,0
Eye,FuguFish,3,0
Eye,Gooseberry,-2,0
Eye,GrapesGreen,-2,0
Eye,GrapesRed,-2,0
Eye,Jerky,-2,0
Eye,Kiwi,-2,0
Eye,Lamb,-2,0
Eye,Lemon,-2,0
Eye,Lime,-2,0
Eye,Lobster,-2,0
Eye,Makarel,-2,0
Eye,Mandragora,66,0
Eye,Mango,-2,0
Eye,Meat,-2,0
Eye,Melon,-2,0
Eye,Octopus,-2,0
Eye,Onion,2,0
Eye,Orange,-2,0
Eye,Oysters,-2,0
Eye,Papaya,-2,0
Eye,Peach,-2,0
Eye,Pear,-2,0
Eye,Pineapple,-2,0
Eye,Piranha,6,0
Eye,Plums,-2,0
Eye,Pomegranate,-2,0
Eye,Pork,-3,0
Eye,RedPepper,3,0
Eye,Salmon,-3,0
Eye,Salt,3,0
Eye,Sausage,-3,0
Eye,Shrimp,-3,0
Eye,Strawberry,-2,0
Eye,Tuna,-3,0
Eye,Turkey,-3,0
Eye,Watermelon,-2,0
FishBone,Apple,-2,0
FishBone,Avocado,-2,0
FishBone,Banana,-2,0
FishBone,Blackthorn,-2,0
FishBone,Blueberries,-2,0
FishBone,Bones,3,0
FishBone,Cherry,-2,0
FishBone,Coconut,-2,0
FishBone,Eye,3,0
FishBone,Flour,4,0
FishBone,Gooseberry,-2,0
FishBone,GrapesGreen,-2,0
FishBone,GrapesRed,-2,0
FishBone,Kiwi,-2,0
FishBone,Lemon,-2,0
FishBone,Lime,-2,0
FishBone,Mandragora,66,0
FishBone,Mango,-2,0
FishBone,Melon,-2,0
FishBone,Oil,4,0
FishBone,Onion,2,0
FishBone,Orange,-2,0
FishBone,Papaya,-2,0
FishBone,Peach,-2,0
FishBone,Pear,-2,0
FishBone,Pineapple,-2,0
FishBone,Plums,-2,0
FishBone,Pomegranate,-2,0
FishBone,Salt,3,0
FishBone,Strawberry,-2,0
FishBone,Water,3,0
FishBone,Watermelon,-2,0
FuguFish,Carrot,2,0
FuguFish,Eye,3,0
FuguFish,Lemon,2,0
FuguFish,Lime,2,0
FuguFish,Nori,6,0
FuguFish,Onion,2,0
FuguFish,RedPepper,3,0
FuguFish,Rice,6,0
FuguFish,Salt,3,0
FuguFish,Wasabi,5,0
FuguFish,Water,3,0
Jerky,Eye,-2,0
Jerky,Garlic,2,0
Jerky,Ginger,4,0
Jerky,Honey,5,0
Jerky,Mandragora,-3,0
Jerky,Nuts,2,0
Jerky,Paprika,5,0
Jerky,Pepper,4,0
Jerky,RedPepper,2,0
Jerky,Salt,4,0
Jerky,Sugar,5,0
Jerky,Wasabi,2,0
Lamb,Asparagus,3,0
Lamb,Broccoli,2,0
Lamb,Butter,3,0
Lamb,Cabbage,1,0
Lamb,Carrot,4,0
Lamb,Eye,-2,0
Lamb,Garlic,2,0
Lamb,GreenOnion,3,0
Lamb,Lemon,2,0
Lamb,Lemongrass,2,0
Lamb,Lime,2,0
Lamb,Mandragora,-3,0
Lamb,Onion,3,0
Lamb,Paprika,2,0
Lamb,Peas,1,0
Lamb,Pepper,2,0
Lamb,Potato,3,0
Lamb,Rice,3,0
Lamb,Saffron,6,0
Lamb,Salt,2,0
Lobster,Asparagus,2,0
Lobster,Basil,2,0
Lobster,Beef,5,0
Lobster,Broccoli,2,0
Lobster,Butter,6,0
Lobster,Cheese,3,0
Lobster,Corn,2,0
Lobster,Egg,2,0
Lobster,Eye,-2,0
Lobster,Flour,3,0
Lobster,Garlic,2,0
Lobster,GreenOnion,1,0
Lobster,Lemon,3,0
Lobster,Lemongrass,3,0
Lobster,Lime,3,0
Lobster,Mandragora,-3,0
Lobster,Mushroom,2,0
Lobster,Onion,3,0
Lobster,Pepper,2,0
Lobster,Rice,1,0
Lobster,Salt,2,0
Makarel,Broccoli,2,0
Makarel,Eye,-2,0
Makarel,Garlic,2,0
Makarel,GreenOnion,1,0
Makarel,Lemon,2,0
Makarel,Lime,2,0
Makarel,Mandragora,-3,0
Makarel,Nori,6,0
Makarel,Onion,3,0
Makarel,Rice,4,0
Makarel,Wasabi,4,0
Meat,Avocado,1,0
Meat,Broccoli,2,0
Meat,Butter,4,0
Meat,Cabbage,1,0
Meat,Cheese,4,0
Meat,Eggplant,1,0
Meat,Eye,-2,0
Meat,Ginger,3,0
Meat,GreenOnion,2,0
Meat,Hop,2,0
Meat,Lemon,1,0
Meat,Lime,1,0
Meat,Mandragora,-3,0
Meat,Onion,3,0
Meat,Paprika,2,0
Meat,Pepper,3,1
Meat,Potato,3,0
Meat,RedPepper,3,0
Meat,Salt,3,1
Octopus,BakingPowder,9,0
Octopus,Butter,5,0
Octopus,Eye,-2,0
Octopus,Garlic,1,0
Octopus,GreenOnion,1,0
Octopus,Mandragora,-3,0
Octopus,Nori,6,0
Octopus,Onion,2,0
Octopus,Rice,2,0
Octopus,Vanilla,9,0
Octopus,Wasabi,3,0
Oysters,Avocado,1,0
Oysters,Butter,3,0
Oysters,Dill,5,0
Oysters,Eye,-2,0
Oysters,Garlic,2,0
Oysters,GreenOnion,1,0
Oysters,Lemon,2,0
Oysters,Lemongrass,2,0
Oysters,Lime,2,0
Oysters,Mandragora,-3,0
Oysters,Nori,4,0
Oysters,Onion,3,0
Oysters,Pepper,2,0
Oysters,Vinegar,5,0
Oysters,Wasabi,2,0
Piranha,Basil,2,0
Piranha,Coriander,2,0
Piranha,Eye,6,0
Piranha,Garlic,2,0
Piranha,Ginger,2,0
Piranha,GreenOnion,1,0
Piranha,Lemon,1,0
Piranha,Lime,1,0
Piranha,Mandragora,66,0
Piranha,Nori,3,0
Piranha,Onion,2,0
Piranha,Wasabi,4,0
Pork,Apple,2,0
Pork,Avocado,1,0
Pork,Broccoli,2,0
Pork,Butter,3,0
Pork,Cabbage,1,0
Pork,Cheese,3,0
Pork,Dill,3,0
Pork,Eye,-3,0
Pork,Ginger,4,0
Pork,GreenOnion,3,0
Pork,Honey,4,0
Pork,Lemon,1,0
Pork,Lemongrass,3,0
Pork,Lime,1,0
Pork,Mandragora,-3,0
Pork,Mango,1,0
Pork,Papaya,1,0
Pork,Paprika,5,0
Pork,Peach,1,0
Pork,Pepper,4,0
Pork,Potato,3,0
Pork,RedPepper,4,0
Pork,Rice,2,0
Pork,Salt,3,0
Salmon,Asparagus,2,0
Salmon,Broccoli,3,0
Salmon,Coriander,2,0
Salmon,Cream,3,0
Salmon,Eye,-3,0
Salmon,Ginger,3,0
Salmon,Lemon,2,0
Salmon,Lemongrass,4,0
Salmon,Lime,2,0
Salmon,Mandragora,-3,0
Salmon,Nori,6,1
Salmon,Onion,2,0
Salmon,Paprika,2,0
Salmon,Pepper,3,1
Salmon,Potato,4,0
Salmon,Rice,4,1
Salmon,Salad,2,0
Salmon,Salt,2,1
Salmon,Wasabi,6,0
Sausage,Cheese,4,0
Sausage,Egg,4,0
Sausage,Eye,-3,0
Sausage,Mandragora,-3,0
Sausage,Paprika,4,0
Sausage,Pepper,4,0
Sausage,Potato,3,0
Sausage,RedPepper,4,0
Sausage,Salt,4,0
Sausage,Tomato,5,0
Shrimp,Avocado,1,0
Shrimp,Basil,4,0
Shrimp,Beef,6,0
Shrimp,Broccoli,3,0
Shrimp,Butter,4,0
Shrimp,Cheese,3,0
Shrimp,Cream,2,0
Shrimp,Eye,-3,0
Shrimp,Garlic,4,0
Shrimp,Ginger,5,0
Shrimp,GreenOnion,3,0
Shrimp,Honey,4,0
Shrimp,Lemon,7,0
Shrimp,Lemongrass,4,0
Shrimp,Lime,4,0
Shrimp,Mandragora,-3,0
Shrimp,Nori,6,0
Shrimp,Oil,2,0
Shrimp,Onion,2,0
Shrimp,Paprika,4,0
Shrimp,Pepper,4,0
Shrimp,RedPepper,4,0
Shrimp,Rice,5,0
Shrimp,Salad,1,0
Shrimp,Salt,3,0
Shrimp,Wasabi,4,0
Tuna,Broccoli,2,0
Tuna,Cocoa,-6,0
Tuna,Cream,3,0
Tuna,Cucumber,2,0
Tuna,Dill,2,0
Tuna,Egg,3,0
Tuna,Eggplant,2,0
Tuna,Eye,-3,0
Tuna,Mandragora,-3,0
Tuna,Mayonnaise,5,0
Tuna,Nori,6,0
Tuna,Oil,3,0
Tuna,Onion,2,0
Tuna,Paprika,3,0
Tuna,Pepper,3,0
Tuna,RedPepper,3,0
Tuna,Salad,5,0
Tuna,Vinegar,3,0
Tuna,Wasabi,3,0
Tuna,Yogurt,-5,0
Turkey,Anise,4,0
Turkey,Basil,2,0
Turkey,Broccoli,2,0
Turkey,Butter,3,0
Turkey,Cardamon,9,0
Turkey,Cheese,2,0
Turkey,Cinnamon,6,0
Turkey,Coriander,9,0
Turkey,Curcuma,9,0
Turkey,Dill,3,0
Turkey,Egg,3,0
Turkey,Eye,-3,0
Turkey,Ginger,4,0
Turkey,GreenOnion,1,0
Turkey,Honey,4,0
Turkey,Lemongrass,9,0
Turkey,Mandragora,-3,0
Turkey,Mushroom,2,0
Turkey,Nutmeg,4,0
Turkey,Onion,4,0
Turkey,Paprika,3,0
Turkey,Pepper,3,0
Turkey,Potato,6,0
Turkey,Rice,3,0
Turkey,Salt,3,0
Anise,Apple,3,0
Anise,Cabbage,2,0
Anise,Egg,6,0
Anise,Hop,1,0
Anise,Mandragora,-3,0
Anise,Salad,2,0
Anise,Turkey,4,0
Basil,Butter,4,0
Basil,Cabbage,1,0
Basil,Celery,2,0
Basil,Chicken,3,0
Basil,Coconut,1,0
Basil,Lobster,2,0
Basil,Mandragora,-3,0
Basil,Onion,2,0
Basil,Peas,1,0
Basil,Piranha,2,0
Basil,Potato,2,0
Basil,Salad,4,0
Basil,Shrimp,4,0
Basil,Tomato,5,0
Basil,Turkey,2,0
Cardamon,Cabbage,2,0
Cardamon,Mandragora,-3,0
Cardamon,Salad,2,0
Cardamon,Turkey,9,0
Cardamon,Vanilla,3,0
Cinnamon,Apple,3,0
Cinnamon,BakingPowder,4,0
Cinnamon,Banana,1,0
Cinnamon,Blueberries,1,0
Cinnamon,Butter,5,0
Cinnamon,Cherry,1,0
Cinnamon,Cocoa,2,0
Cinnamon,CoconutMilk,2,0
Cinnamon,Coffee,5,0
Cinnamon,Cream,3,0
Cinnamon,Flour,3,0
Cinnamon,GrapesGreen,1,0
Cinnamon,GrapesRed,1,0
Cinnamon,Kiwi,1,0
Cinnamon,Mandragora,-3,0
Cinnamon,Mango,1,0
Cinnamon,Mayonnaise,-6,0
Cinnamon,Milk,3,0
Cinnamon,Nutmeg,3,0
Cinnamon,Orange,1,0
Cinnamon,Papaya,1,0
Cinnamon,Peach,1,0
Cinnamon,Pear,1,0
Cinnamon,Pineapple,1,0
Cinnamon,Plums,1,0
Cinnamon,Pomegranate,1,0
Cinnamon,Pumpkin,6,0
Cinnamon,Strawberry,1,0
Cinnamon,Sugar,4,0
Cinnamon,TonkaBean,3,0
